GeneID	22_NIBD_NI	23_NIBD_NI	25_NIBD_NI	27_NIBD_NI	30_NIBD_NI	31_NIBD_NI	32_NIBD_NI	36_NIBD_NI	39_NIBD_NI	42_NIBD_NI	43_NIBD_NI	48_NIBD_NI	49_NIBD_NI	50_NIBD_NI	20_CD_NI_B2	21_CD_NI_B2	29_CD_NI_B3	405_CD_NI_B1	407_CD_NI_B3	408_CD_NI_B1	413_CD_NI_B1	420_CD_NI_B2	422_CD_NI_B2	424_CD_NI_B3	429_CD_NI_B1	431_CD_NI_B1	433_CD_NI_B1	434_CD_NI_B3	440_CD_NI_B2	450_CD_NI_B3	51_CD_NI_B2	54_CD_NI_B1	62_CD_NI_B3	63_CD_NI_B1	64_CD_NI_B3	407_CD_IF_B3	408_CD_IF_B1	413_CD_IF_B1	431_CD_IF_B1	434_CD_IF_B3	440_CD_IF_B2
hsa-mir-497-5p	278.87	666.92	288.84	345.41	436.12	380.78	680.84	431.93	658.82	456.18	767.24	490.05	571.5	780.87	380.19	414.34	483.22	313.28	188.93	49.65	46.16	273.98	131.1	500.76	435.61	175.43	68.39	25.27	110.6	208.85	414.95	562.53	417.66	407.81	525.49	94.98	40.34	284.2	369.37	164.58	227.91
hsa-mir-149-5p	125.85	154.86	95.57	159.94	83.66	174.39	197.4	139.9	270.33	113.4	146.03	332.88	128.4	160.16	66.57	93.39	135.66	58.46	32.23	30.16	17.02	65.64	43.81	75.25	314.26	48.56	18.91	9.97	36.23	38.88	144.26	103.12	130.76	118.64	74.27	25.67	20.42	82.42	95.73	44.15	90.24
hsa-mir-375	12454.09	10312.65	11931.04	9718.53	7960.28	36762.45	29904.06	14049.17	37982.86	6137.35	30989.7	18845	7469.5	11538.53	12185.04	14749.65	20717.99	10976.76	2449.11	5266.39	4079.99	14008.65	13394.51	10846.73	7276.57	7104.71	2013.01	2170.49	8637.79	4804.65	6346.33	6560.44	8207.67	11771.75	10822.36	1148.53	16.7	27961.67	6879.11	4067.48	14164.56
hsa-mir-375-1	223.84	150.85	167.45	126.37	128.91	511.7	429.95	202.14	504.38	83.47	471.95	280.39	113.81	175.71	182.47	227.12	295.75	174.22	48.11	91.87	60.09	200.08	178.98	157.86	104.36	113.8	38.04	33.59	167.13	73.52	96.55	111.04	134.96	196.65	154.73	18.92	0	485.75	110.96	65.01	257.56
hsa-mir-378a-3p+1	192.41	138.44	90.97	117.4	190.84	239.73	250	144.31	182.28	66.33	221.08	161.94	134.36	280.55	99.42	147.38	124.53	223.88	58.71	59.79	26.57	88.23	56.5	88.19	202.82	137.29	47.29	18.8	150.59	53.71	133.18	171.62	153.21	202.97	98.5	18.71	6.22	204.08	97.61	44.56	172.3
hsa-mir-375+1	198.53	137.12	204.79	149.54	104.91	552.51	435.2	206.26	616.76	96.37	454.54	292.75	112.26	164.75	187.28	211.29	313.23	190.53	47.28	99.76	73.07	283.8	264.3	184.23	120.46	107.34	25.04	38.02	113.34	84.73	94.92	105.05	121.03	186.21	172.83	21.32	0.4	487.45	123.04	74.92	179.18
hsa-mir-140-3p+1	472.06	672.67	473	453.3	695.56	449.64	552.84	543.05	452.35	526.21	519.89	324.6	471.73	595.31	405.23	545.66	583.44	602.41	688.7	95.12	119.57	495.93	255.39	416.62	535.79	279.91	153.52	65.83	246.99	244.3	404.38	442.41	354.91	397.76	507.62	425.28	286.03	422.78	721.24	390.49	501.59
hsa-mir-196a-2-5p	217.48	45.25	14.36	102.07	98.8	117.59	148.71	138.7	167.98	66.86	210.53	57.86	124.68	148.73	96.37	92.77	20.17	133.08	51.47	29.54	20.39	42.17	70.02	99.38	123.64	87.63	36.9	14.41	86.17	67.26	98.06	108.13	90.41	133	83.56	11.21	0	91.37	33.09	39.51	107.96
hsa-mir-339-3p	53.17	103.31	20.84	59.53	67.15	68.97	74.46	54.02	74.73	67.25	96.43	65.6	56.06	91.57	39.46	46.74	62.28	83.23	102.48	24.59	15.18	73.9	26.75	62.43	54.56	34.28	15.77	8.25	29.64	24.64	49.98	50.21	48.26	81.11	51.16	40.36	15.53	50.08	78.04	37.09	47.06
hsa-mir-150-5p	2679.48	23160.84	7233.32	15622.39	5061.19	8484.39	8106.55	7680.2	10688.79	42254.58	14056.41	6901.09	5540.66	8951.13	10129.18	6752.73	9202.96	2739.95	5349.96	399.04	1780.45	8664.1	2039.84	12820.65	1704.87	3033.94	446.44	289.13	298.31	1998.19	14567.76	7600.97	12168.85	6045.74	6272.43	5406.12	1238.07	1134.87	15854.25	1748.2	416.72
hsa-mir-196a-1-5p	86.98	19.52	5.18	41.13	42.36	41.55	70	59.96	65.49	22.71	102.35	26.1	56.57	68.93	32.46	30.57	7.5	66.33	28.8	12.37	7.34	19.63	19.6	34.24	48.05	38.02	14.79	5	39.15	30.15	44.39	46.14	43.42	66.77	29.27	5.62	0	50.04	17.13	16.7	54.41
hsa-mir-127-3p	1681.6	1860.92	1977.62	837.41	2075.59	2055.74	2677	1796.11	2130.74	830.3	1472.12	1973.39	1352.1	1923.23	1525.82	2120.65	2850.39	1842.08	1556.8	508.08	281.98	1398.44	857.04	1167.05	1350.66	1592.89	1173.14	275.93	1348.57	574.74	1584.06	971.92	1264.02	1361.08	1086.5	1009.15	961.46	1837.72	3054.22	2713.2	2709.36
hsa-mir-1296	101.39	43.43	47.37	76.61	75.05	102.99	109.35	77.37	112.28	45.53	103.2	103.91	57.48	75.1	59.18	72.65	70.46	70.64	13.32	91.41	16.07	43.66	56.62	52.3	133.58	65.61	15.15	13.47	64.77	26.31	67.19	58.42	103.85	46.67	59.84	11.57	7.37	104.66	56.88	30.24	91.01
hsa-mir-378a-3p	6638.07	3098.16	2025.59	3011.38	4585.66	5912.62	6289.05	3674.89	4706.86	1540.88	5583.16	3758.82	3155.35	7134.44	2512.38	3612.26	3348.32	5681.64	1393.41	2023.69	917.29	2453.66	1793.81	2096.4	7680.31	3927.48	1421.74	672.86	3978.48	1395.74	3049.72	3869.72	3641.56	4223.01	2419.33	483.23	148.25	5686.53	2015.82	879.42	3849.87
hsa-mir-532-5p	198.3	319.98	185.85	129.68	285.91	317.54	337.02	159.09	236.4	129.38	386.57	145.92	219.92	398.64	205.1	314.86	351.92	243.01	348.28	38.51	39.85	156.97	85.32	177.72	90.94	140.86	77.44	24.07	151.49	82.11	158.03	234.05	194.42	310.21	160.44	115.92	45.9	266.94	252.74	140.77	274.79
hsa-mir-146b-3p	54.45	27.17	42.57	16.32	36.37	37.73	26.34	25.64	33.08	36.93	36.04	24.17	23.31	38.66	70.18	48.02	73.04	102.21	77	29.23	25.23	99.84	43.81	47.59	21.02	65.77	22.87	19.08	27.03	31.11	46.68	50.3	49.66	24.23	37.59	49.22	26.39	65.64	204.78	68.28	22.14
hsa-mir-31-5p	8.36	6.58	500.87	8.57	6.99	5.95	4.4	3.08	5.82	317.62	9.27	5.18	7.87	31.12	1042	1333.1	1613.65	113.71	157.97	62.18	191.99	8.91	808.97	841.03	0	19.54	18.1	214.3	0	412.04	26.98	19.7	55.88	51.36	589.78	90.44	25.34	49.35	94.44	399.29	0
hsa-mir-200b-3p+1	395.9	660.87	252.24	326.46	398.57	786.79	853.25	414.74	822.07	151.8	1163.63	363.71	474.9	1007.99	610.91	857.84	901.39	682.35	194.19	74.28	87.49	348.4	209.66	498.62	194.1	306.82	111.63	43.04	323.56	331.05	292.28	472.73	468.72	629.44	260.83	27.37	0.5	626.51	192.08	127.28	259.78
hsa-let-7a-2-5p	3977.2	5865.13	3342.75	5462.27	5224.06	5071.2	10991.83	5201.48	8523.84	4284.54	6780.59	4820.3	6051.6	8698.9	4808.54	5830.31	6836.44	6717.45	4774.98	881.16	993.81	4231.98	2313.28	5660.3	11802.04	3891.09	1342.99	564.42	3790.83	1970.34	4644.11	6596	3645.73	4041.24	4297.45	1797.67	738.55	5378.53	4795.02	3871.56	4856.86
hsa-let-7a-1-5p	3978	5847.23	3340.06	5455.74	5219.55	5060.71	10968.83	5190.88	8508.34	4270.06	6768.6	4815.65	6040.72	8693.78	4803.27	5817.53	6817.12	6712.03	4770.67	881.24	993.76	4223.25	2309.5	5655.47	11793.97	3889.19	1344.47	565.87	3790.23	1966.51	4640.25	6579.12	3643.67	4037.52	4293.1	1802.38	740.48	5375.57	4787.7	3871.25	4851.11
hsa-let-7a-3-5p	3949.82	5818.04	3318.22	5418.22	5188.47	5021.86	10905.88	5162.33	8452.31	4247.87	6733.03	4786.74	6007.62	8644.95	4775.44	5786.51	6780.92	6682.55	4758.17	870.8	988.9	4196.58	2292.77	5622.28	11700.05	3862.58	1335.31	560.97	3770.06	1956.91	4614.44	6554.59	3624.25	4021.29	4267.74	1793.37	737.54	5354.02	4770.27	3853.57	4833.3
hsa-mir-20a-5p	35.99	139	30.86	50.13	48	80.08	162.76	55.11	56.86	37.36	174.56	34.35	93.9	205.34	67.23	83.66	90.56	62.29	122.68	13.92	5.55	30.86	16.97	82.01	28.03	46.45	11.22	2.55	48.3	41.51	37.34	109.59	93.14	104.82	40.36	18.5	3.33	34.28	47.71	13.42	63.56
hsa-mir-203	27.17	38.27	8.9	16.01	27.01	61.51	110.61	41.72	64.17	4.91	141.49	24.84	40.65	78.77	5.83	21.13	23.38	55.87	103.96	0	2.28	22.41	4.6	19.65	22.66	24.5	28.72	2.62	14.54	21.11	13.63	75.31	36.21	65.63	17.29	25.79	0.37	34.85	33.66	29.29	20.38
hsa-mir-200b-3p+2	26.47	71.13	27.85	29.93	35.94	89.59	69.52	43.4	82.96	15.14	112.35	32.44	35.48	76.27	76.27	96.6	94.48	60.42	16.96	0	8.33	28.3	20.85	52.19	13.42	20.14	8.18	3.9	23.33	28.98	24.28	39.78	42.04	47.46	22.94	2.77	0	45.71	15.29	14.86	17.23
hsa-mir-409-3p	36.92	44.52	39.54	17.23	55.63	67.06	105.25	40.2	50.37	16.54	40.35	43.25	36.81	50.6	27.19	49.29	67.74	39.74	96.91	9.28	6.04	48.22	17.83	28.13	31.01	31.27	27.58	7.95	24.15	15.55	26.91	29.74	27.06	39.83	24.45	32.1	24.34	69.77	63.62	67.86	41.51
hsa-mir-505-3p+1	39.71	106.26	66.86	43.23	62.52	80.34	54.38	56.13	85.53	52.7	90.35	82.23	55.86	86.01	122.9	136.27	120.81	49.68	36.13	6.5	7.16	22.54	21.76	67.58	25.34	24.2	12.63	8.4	14.54	29.39	61.55	56.19	70.11	54.63	46.29	14.6	10.77	47.89	31.07	20.23	22.24
hsa-mir-200b-5p	104.03	136.71	72.11	64.48	97.6	155.48	152.92	99.82	166.41	38.06	172.36	129.93	101	198	151.55	186.98	168.52	182.42	28.66	41.3	17.15	75.86	50.62	73.43	31.31	55.02	26.66	14.47	108.13	100.99	112.81	75.12	119.14	148.86	53.16	14.34	0	177.72	64.36	45.94	150.64
hsa-mir-152	44.58	123.11	47.05	57.67	90.39	65.78	160.09	85.08	128.67	66.9	149.98	70.33	134.64	165.49	79.25	110.83	106.51	150.51	106.12	0	7.86	60.08	29.29	90.28	175.62	37.36	24.14	4.05	33.48	97.61	55.09	101.16	51.06	64.38	83.56	28.44	15.87	60.17	83.16	46.89	55.22
hsa-mir-107	126.47	185.92	97.81	103.73	135.37	136.15	247.91	97.48	149.26	90.77	254.28	106.66	157.73	276.53	131.38	157.21	184.81	157.9	265.63	32.33	33.46	136.69	59.5	166.08	124.26	83.76	34.5	17.16	73.62	53.46	98.15	193.51	129.74	155.21	108.64	85.33	34.71	147.05	146.39	99.8	113.09
hsa-mir-92a-2-3p+1	149.65	228.1	156.48	142.97	131.39	296.48	305.07	191.67	241.3	212.94	225.16	199.17	90.82	156	285.66	307.5	320.28	142.81	91.76	153.12	58.13	153.15	159.7	158.09	136.56	164.39	17.26	24.82	178.52	40.33	153.47	91.15	178.27	145.91	127.9	41.97	15.26	246.89	191.75	90.72	239.4
hsa-mir-17-5p	51.2	159.82	53.04	56	66.55	96.71	187.32	76.52	83.79	52.39	196.23	57.61	131.28	250.09	98.99	103.07	120.5	129.97	114.8	16.7	9.67	45.27	24.59	93.91	31.01	66.37	20.67	2.96	84.8	85.29	68.08	115.38	124.45	151.89	57.57	36.04	8.38	77.19	90.06	27.85	108.58
hsa-mir-92a-1-3p+1	185.18	308.72	197.76	177.56	157.64	374.17	383.01	234.5	308.63	265.22	275.81	256.32	112.27	189.24	369.72	397.97	396.53	169.18	113.24	196.27	70.49	193.5	200.82	200.18	199.47	202.57	21.65	30.89	210.63	53.21	190.39	106.6	218.99	175.65	156.12	53.13	19.23	299.16	228.74	117.17	275.9
hsa-mir-92a-2-3p	15694.57	17581.46	11095.17	11464.04	9695.62	22557.32	22807.43	15211.04	19248.24	17193.43	18145.85	17290.46	7164.43	12386.24	20911.28	20361.96	22784.96	10565.1	5758.17	13116.26	5254.59	14187.13	13105.36	12279.33	19566.67	17139.79	1958.76	2143.64	17845.31	4521.96	11382.23	6649.72	13042.4	10383.17	9874.05	3401.17	1312.65	20897.39	16739.76	6867.87	20279.44
hsa-mir-140-3p	238.47	707.75	349.02	307.64	446.02	327.64	365.29	363.86	283.94	525.43	386.47	196.44	350.42	451.08	432.42	505.42	546.06	540.66	552.35	40.83	59.28	317.74	138.91	335.38	178	186.41	114.88	35.39	160.54	303.28	289.08	345.86	274.21	319.8	329.02	346.87	176.26	156.08	590.67	266.89	279.24
hsa-mir-92a-1-3p	18614.38	20888	13390.6	13650.06	11355.26	27262.49	26873.15	17976.19	22866.44	20170.18	21420.11	20361.53	8436.74	14421.97	25470.48	25360.35	27337.69	12060.52	6553.81	15675.22	6085	16643.21	15766.74	14823.01	23058.56	20144.64	2302.83	2579.66	20622.16	5359.94	13393.71	7639.02	15181.59	12051.18	11694.12	3927.66	1552.64	24028.97	19218.29	8166.41	22898.56
hsa-mir-146b-5p	510.96	391.53	380.08	80.34	353.11	273.23	457.24	216.57	174.26	241.51	537.39	111.35	343.16	887.45	770.68	798.28	1319.24	4204.32	8292.07	103.47	276.66	2348.37	373.11	506.23	272.96	1131.68	598.1	61.18	606.83	2296.08	200.22	785.3	275.72	536.73	392.3	1077.47	611.33	719.5	4429.03	1003.19	275.9
hsa-mir-146b-3p+1	49.69	27.1	38.19	19.54	29.81	38.79	31.82	24.28	32	36.28	30.66	73.91	22.56	37.03	65.29	47.97	73.17	83.46	78.98	40.6	28.05	107.97	44.34	48.63	15.8	69.9	20.21	16.76	37.19	27.97	44.58	37.85	42.21	26.56	39.12	43.96	25.19	68.07	205.01	69.49	30.82
hsa-mir-361-5p	81.97	127.53	70.35	73.41	99.32	92.88	144.99	94.56	107.23	93.63	129.62	79.23	86.61	150.11	100.15	146.69	177.11	116.29	62.84	20.42	14.95	67.83	39.16	98.42	78.42	61.89	30.56	9.7	77.39	87.13	74.9	97.33	91.61	138.28	89.11	45.47	17.23	68.07	125.51	68	121.37
hsa-mir-200b-3p	3935.34	11325.26	2918.07	2581.53	4425.89	6965.94	7375.53	3526.19	5872.81	1088.14	11495.87	4906.81	7761.98	19060.82	7257.36	11926.91	8830.88	7776.48	1741.11	643.34	624.94	3189.11	1281.31	4098.33	1350.81	3150.45	1249.03	207.17	4239.17	3413.45	4106.05	5743.51	7290.44	10422.14	1963.38	462.96	4.07	6894.31	2633.99	1038.53	3620.6
hsa-let-7b-5p	12034.29	5534.71	5794.69	8157.07	10173.64	10047.07	11804.22	10061.85	14915.38	6599.93	6197.71	11777.87	5098.18	7036.56	6705.07	6088.58	7384.17	12140.35	3493.39	9036.39	2330.51	7897.01	6555.58	5411.43	20811.5	7651.48	2242.68	1746.97	8894.45	3658.33	9349.44	5623.46	4569.27	3254.91	6901.96	2192.91	1514	10677	6708.11	9230.83	12762.96
hsa-let-7d-3p	550.32	435.49	466.28	304.99	756.35	789.55	524.92	465.5	709.53	457.51	444.52	645.7	270.45	364.47	582.72	581.66	666.17	396.83	118.57	605.98	134.9	341.19	376.47	365.54	950.23	435.2	210.69	201.03	509.9	171.89	430.57	293.72	521	270.22	348.76	208.12	140.55	844.59	525.82	635.89	803.43
hsa-mir-146a-5p	151.74	630.59	112.17	80.14	98.63	102.45	183.17	130.69	104.6	180.05	235.17	38.84	66.7	317.22	174.69	259.83	138.48	1884.09	1973.58	41.3	91.57	1309.27	104.49	154.58	112.85	682.34	256.9	21.44	220.98	921.19	88.41	467.83	70.91	126.08	98.78	320.94	112.4	145.99	1322.1	355.92	156.39
hsa-let-7d-5p	597.22	683.25	369.2	663.21	667.34	702.66	1267.17	629.26	1225.81	579.51	975.31	787.08	765.27	1220.96	572.56	607.87	798.04	880.9	714.9	151.5	141.4	616.22	344.42	695.07	2184.98	554.74	123.63	60.47	511.27	258.18	611.38	832.3	533.71	510.3	501.48	247.05	80.13	888.11	629.54	425.98	600.57
hsa-mir-181d	51.08	46.02	31.42	25	35.24	41.73	71.4	43.63	56.74	42.04	40.4	51.25	38.94	52.09	37.11	37.76	49.52	43.21	43.84	12.84	7.88	38.41	20.74	41.57	111.81	40.31	14.32	5.66	30.92	25.53	30.82	29.61	27.32	30.96	47.48	30.19	13.46	46.15	71.12	35.65	43.39
hsa-mir-532-3p	90.09	63.79	47.84	30.97	56.92	86.61	86.82	45.34	76.14	46.68	101.58	67.9	34.3	63.47	72.79	87.17	96.7	106.85	61.38	18.56	17.35	66.69	52.73	48.87	31.31	45.7	14.31	13.05	55.16	42.26	52.39	38.63	63.58	49.18	38.94	21.13	8.43	116.7	75.21	67.54	81.16
hsa-mir-195-5p	43.42	188.26	47.44	66.72	69.78	66.14	164.06	73.13	108.06	87.58	234.77	65.63	110.55	235.8	88.91	146.26	123.66	84.57	208.95	0	7.07	37.6	10.26	142.68	61.72	35.7	25.85	5.77	23.6	79.68	47.71	186.64	112.36	99.75	103.28	29.22	10.63	34.28	135.12	24.23	67.63
hsa-mir-34a-5p	109.6	96.46	44.22	64.49	80.38	72.8	81.04	47.2	98.08	68.82	133.18	58.35	118.7	129.74	33.74	45.8	63.31	178.61	240.94	27.38	7.61	77.33	18.6	62.23	42.34	42.24	22.49	4.42	68.88	35.14	63.69	84.39	47.38	44.55	80.74	47.17	26.44	99.68	86.79	110.85	97.28
hsa-mir-103a-1-3p	797.42	1037.28	508.51	482.66	728.92	746.8	1116.84	569.84	790.29	548.25	1134.98	569.28	846.77	1545.92	779.72	925.67	1091.95	1031.79	1299.51	208.88	167.15	716.61	326.54	774.07	793.33	637.27	213.14	101.47	482.25	434.85	576.18	952.53	718.18	861.6	596.22	436.58	179.34	890.25	939.26	459.84	688.15
hsa-mir-103a-2-3p	804.85	1049.12	516.12	486.38	739.25	754.82	1125.72	575.55	798.77	555.33	1143.69	574.77	855.96	1564.56	796.09	942.68	1107.31	1041.11	1306.46	212.13	168.4	722.12	330.99	782.61	796.61	647.19	215.96	103.16	492.95	441.82	585.8	961.51	725.19	871.01	601.41	439.71	180.08	898.64	953.81	464.9	697.6
hsa-mir-93-5p	1075.09	1059.74	648.25	524.87	742.06	903.11	1219.62	776.16	936.12	696.29	1127.03	599.04	824.87	1330.87	928.61	978.05	1156.05	1332.88	682.37	306.24	267.34	662.47	625.33	819.89	638.66	870.11	277.61	137.07	946.25	556.26	1006.48	685.15	957.58	1112.95	645.22	480.89	204.92	1236.98	945	671.82	1211.26
hsa-mir-26a-2-5p	7057.78	11821.96	7009.43	9079.08	8358.08	8635.96	12540.62	9865.54	9918.47	8899.03	13313.81	8049.87	9568.08	13859.95	8656	11843.93	13105.19	16399.29	13307.56	1667.15	2226.07	6564.65	4217.33	10657.97	11483.59	7010.43	3746.02	908.85	6714.61	6499.28	6689.43	12272.1	7116.78	8767.97	9608.05	4582.83	1812.94	7536.66	15847.29	4966.59	6928.73
hsa-mir-26a-1-5p	7042.92	11806.48	6999.43	9062.17	8347.64	8614.97	12514.13	9848.53	9895.7	8886.35	13291.16	8041.33	9551.35	13835.17	8642.9	11825.74	13083.54	16387.53	13296.5	1663.9	2222.75	6557.18	4209.27	10638.04	11471.06	6997.35	3741.25	906.9	6705.83	6493.43	6679.91	12255.88	7104.7	8755.87	9595.83	4578.79	1810.64	7526.69	15835.57	4961.01	6919.1
hsa-mir-196b-5p	859.14	294.39	1.72	209.5	258.38	226.17	241.57	257.29	223.32	77.62	222.32	146.54	477.13	596.1	11.27	113.74	4.26	655.98	166.63	126.52	45.59	227.64	93.39	18.36	324.5	433.57	81.8	26.63	514.52	14.29	330.58	221.66	239.59	363.33	6.62	40.85	15.3	315.12	213.82	56.98	618.69
hsa-mir-128-1	18.58	121.18	50.85	26.18	42.34	62.18	48.32	30.09	59.35	36.2	68.8	31.85	41.21	75.9	58.9	86.14	92.95	46.96	93.45	0	4.41	32.23	13.09	47.72	39.21	18.27	10.95	3.19	15.23	17.88	25.84	47.5	38.53	59.85	29.81	23.71	9.13	33.31	55.36	31.87	20.75
hsa-mir-203+1	22.06	39.61	6.17	15.06	22.49	54.89	100.19	29.58	44.23	3.09	126.49	17.17	27.39	64.44	8.21	22.9	19.63	81.02	88.58	0	2.06	25.03	4.99	13.62	22.06	30.52	30.13	1.95	17.84	28.38	11.78	59.09	24.45	50.1	15.76	13.18	0	28.93	29.96	27.29	15.75
hsa-mir-4532-1	3.02	5.59	1.7	0	5.13	7.67	0	0	3.74	14.57	4.11	0	3.23	10.99	1.53	0	4.05	23.81	11.43	20.88	16.53	14.12	1.13	16.14	16.5	16.8	3.96	13.57	156.24	5.3	9.01	17.7	2.69	2.02	0	3.91	5.94	0	26.25	27.66	0
hsa-mir-338-5p	5.81	12.15	14.42	8.12	13.02	12.97	10.35	9.14	11.64	8.41	8.75	13.31	6.81	10.81	45.64	52.26	63.11	45.18	196.86	0	2.87	4.32	12.75	14.37	9.24	3.46	6.45	9.37	6.04	19.9	7.17	8.11	5.52	34.84	12.9	5.42	3.33	2.92	7.89	8.06	24.09
hsa-mir-455-3p	25.54	48.73	27.03	15.35	17.65	18.6	20.82	18.16	17.46	43.96	29.3	22.44	24.56	27.07	43.48	46.54	50.19	78.64	62.25	5.57	4.75	26.27	88.15	42.31	65.59	16.69	23.08	11.7	10.7	47.97	20.32	24.04	24.78	18.89	21.79	18.79	12	17.26	35.88	155.01	12.41
hsa-mir-214-3p	144.54	118.4	125.68	111.78	157.48	87.83	138.97	137.57	186.21	142.98	97.23	302.39	104.53	97.68	153.04	155.88	122.12	256.52	65.77	64.96	28.12	130.55	99.49	105.64	239.57	93.81	37.12	11.62	138.31	54.99	157.51	98.74	114.68	79.66	135.95	77.59	67.63	164.47	155.09	142.3	210.86
hsa-mir-1247-5p	81.97	29.53	11.54	85.33	39.6	124.45	37.93	89.99	139.98	48.29	35.67	62.06	32.1	17.73	6.72	11.31	33.96	160.32	12.63	59.86	38.5	33.02	22.62	8.81	122.25	42.99	19.24	8.7	62.85	17.37	55.73	54.65	65.77	27.23	8.94	14.38	34.9	50.08	66.7	5.69	49.84
hsa-mir-425-5p	236.38	372.38	119.01	127.23	194.76	288.64	364.44	189.24	312.21	138.94	603.02	140.29	238.95	538.49	195.24	214.02	280.38	620.32	304.6	53.36	31.21	209.77	60.97	204.12	77.82	161.3	86.54	16.57	204.45	225.41	186.78	270.93	331.83	491.39	141.11	93.97	33.87	313.13	327.33	123.28	262.75
hsa-mir-125b-2-5p	491.99	1282.68	1181.29	637.16	393.7	281.31	459.18	398.8	512.31	637.36	400.84	1537.45	817.76	956.16	769.18	1163.22	1069.89	637	539.9	75.86	92.34	262.53	140.43	646.32	1529.7	310.66	277.78	40.19	283.49	163.89	948.04	426.53	662.19	687.64	486.06	440.28	343.3	710.83	1374.11	317.26	685.06
hsa-mir-125b-1-5p	493.39	1294.56	1192.43	638.65	395.85	280.67	459.64	401.43	512.81	638.27	402.71	1548.27	823.56	963.59	778.55	1171.79	1082.75	638.43	544.14	75.4	92.79	262.01	140.62	648.62	1527.62	310.81	277.78	40.34	284.86	165.61	953.57	429.04	668.84	694.18	487.3	443.69	346.56	715.2	1382.5	320.21	683.39
hsa-mir-151a-5p	150.45	417.43	226.89	220.85	196.97	212.76	440.35	203.95	315.82	221.03	419.52	236.13	272.92	476.2	459.62	524.57	542.03	192.14	235.97	61.64	55.72	145.8	136.42	381.19	266.35	161.58	43.36	21.19	160.61	107.51	198.81	274.16	248.36	284.3	234.99	86.95	34.85	278.9	264.52	136.9	208.68
hsa-mir-28-3p	3315.05	3178.87	1277.63	1582.81	2348.22	3034.34	3435.14	2203.84	2748.67	2112.6	3536.08	2685.78	2211.1	3666.13	2350.21	3395.24	3372.7	3010.34	971.56	752.8	538.08	1599.21	1336.42	1947.84	6577.55	2594.51	1025.38	541.04	2992.96	1645.35	1783.75	1956.82	2235.11	2849.17	2028.29	741.94	302.85	2825.64	2635.15	1275.79	3517.86
hsa-mir-215	66.64	144.95	491.59	66.61	76.56	325.62	557.68	105.6	125.35	474.01	2572.19	25.17	138.9	1571.2	3995.48	14379.12	4285.28	261.18	1702.94	33.87	91.09	25.03	331.03	3738.53	29.67	44.87	52.89	89.98	103.19	799.5	55.23	487.7	1087.99	776.82	685.22	57.36	0.4	177.35	135.19	310.85	198.45
hsa-mir-145-5p	4093.66	2258	2334.45	2816.82	4150.17	2797.65	4178.56	3190.15	5407.43	6554.45	4076.73	15662.58	4277.46	4108.84	1893.75	2782.64	3531.41	5641.95	2064.57	291.68	385.23	1430.46	837.11	3610.67	16136.35	1521.36	2027.94	758.7	1908.78	6285.27	2803.06	2713.28	2378.71	3585.1	6018.37	950.61	571.9	3829.21	2640.03	932.44	3817.66
hsa-mir-210	142.34	86.9	18.3	53.62	62.26	172.13	122.01	77.06	181.58	38.06	231.67	47.22	47.88	103.52	75.03	157.83	51.08	146.68	117.23	107.18	20.06	49.66	79.95	60.43	48	53.97	41.89	36.67	32.66	26.26	100.14	53.3	178.99	125.51	38.45	46.99	9	251.2	82.23	51.42	60.41
hsa-mir-21-3p	220.59	434.28	162.87	126.73	156.78	346.45	335.32	137.39	290.59	182.64	632.51	205.25	251.41	424.53	513.42	386.11	610.37	757.65	1673.57	224.11	138.53	511.53	148.11	452.64	123.74	253.46	146.91	44.31	267.3	263.08	225.69	431.79	595.01	354.37	258.19	878.6	475.11	824.65	1053.87	422.52	594.24
hsa-let-7c	891.82	604.48	1014.36	1231.21	1719.21	652	1069.4	1099.06	1151.6	617.18	483.17	1077.31	773.77	624.48	338.1	504.15	617.19	1020.46	356.15	320.04	128.96	537.11	364.8	515.31	3847.29	416.54	263.23	82.46	426.56	211.98	1395.17	746.69	464.89	293.87	946.96	281.8	288.87	968.59	686.09	300.78	1004.92
hsa-mir-30c-1-5p	231.97	798.5	245.36	277.44	365.99	348.04	597.69	295.85	481.61	351.35	876.77	339.07	368.78	751.03	388.11	588.25	511.78	624.65	539.11	50.81	64.36	253.67	139.77	561.92	687.55	264.43	147.42	37.9	280.88	466.58	218.02	539.6	429.51	548.21	323.96	108.1	35.44	313.01	457.4	216.71	180.85
hsa-mir-30c-2-5p	231.97	798.19	245.21	277.4	365.78	347.94	597.3	295.85	481.11	351.14	876.49	339.07	368.59	750.81	388.11	587.96	511.78	624.56	539.2	50.81	64.36	253.27	139.68	561.85	687.55	264.58	147.42	37.83	280.61	466.28	217.81	539.4	429.33	548.01	323.85	107.97	35.44	313.01	457.52	216.71	180.11
hsa-mir-28-5p	100.02	194.7	84.2	97.4	116.73	149.27	217.18	109.63	226.62	139.01	313.9	159.82	134.36	291.78	160.09	209.11	188.7	167.91	165.7	36.89	24.32	116.44	70.51	156.62	414.49	77.06	34.06	15.15	58.04	104.54	90.47	188.79	140.25	190.63	168.23	60.16	24.26	136.98	148.57	60.93	113.04
